onset_img,img,word_trigger,word,correct_resp,word_score_pc,img_trigger,age,offset_word,word_label,scan day,duration_frames,onset_word,pause_trigger_t,ID,word_score_warriner,delay_frames_after,duration_measured_img,duration_measured_word,delay_frames_before,key_t,condition,gender,session,offset_img,pause_trigger,no,rt,response
10.00368769999477,image_stim_p.png,13,witness,1,0.5990623206044929,21,22,1.9505611000058707,neu,Monday,24,1.4302299999981187,3.4000398000061978,B12,5.61,180,0.5783698000013828,0.520331100007752,336,12.147882999997819,faceWord_exp,male,3,10.582057499996154,41,1,2.144195300003048,b
19.574967799999285,image_stim_p.png,11,car,1,-1.4106928476010352,21,22,15.216207999998005,pos,Monday,24,14.718990099994699,16.55239040000015,B12,6.63,336,0.5406128000176977,0.49721790000330657,180,20.497820200020215,faceWord_exp,male,3,20.115580600016983,31,2,0.922852400020929,b
33.36492089999956,image_stim_n.png,12,malice,1,3.6887696102955196,22,22,28.89803790001315,neg,Monday,24,28.311995500000194,30.382600900018588,B12,2.81,336,0.49818980001145974,0.5860424000129569,180,34.14978279999923,faceWord_exp,male,3,33.86311070001102,32,3,0.7848618999996688,y
51.06273850001162,image_stim_n.png,12,volcano,1,2.1987551193617842,22,22,42.747927999997046,neg,Monday,24,42.134555500000715,44.21601100001135,B12,4.59,180,0.5702393999963533,0.6133724999963306,336,52.58266489999369,faceWord_exp,male,3,51.63297790000797,32,4,1.5199263999820687,y
62.77080399999977,image_stim_p.png,13,plane,1,0.20373950943912453,21,22,56.68219640001189,neu,Monday,24,56.11985410001944,57.89686150001944,B12,5.72,180,0.5431852000183426,0.5623422999924514,336,64.01681890001055,faceWord_exp,male,3,63.31398920001811,41,5,1.2460149000107776,b
72.78257670000312,image_stim_p.png,11,flute,1,-1.6804307003665144,21,22,68.33030120001058,pos,Monday,24,67.7493286000099,69.81477580001228,B12,6.29,336,0.5161944999999832,0.5809726000006776,180,75.2113018000091,faceWord_exp,male,3,73.2987712000031,31,6,2.428725100005977,b
86.07254059999832,image_stim_p.png,13,pencil,1,0.13339963708933658,21,22,82.11310950000188,neu,Monday,24,81.5623484000098,83.6309872000129,B12,5.65,336,0.5546461000049021,0.5507610999920871,180,88.76758830001927,faceWord_exp,male,3,86.62718670000322,41,7,2.6950477000209503,b
103.85415440000361,image_stim_n.png,12,criminal,,3.6129749181587063,22,22,95.36414429999422,neg,Monday,24,94.82493240002077,96.86286530000507,B12,2.11,180,0.5915012999903411,0.5392118999734521,336,,faceWord_exp,male,3,104.44565569999395,32,8,,
113.83879170002183,image_stim_n.png,12,belch,1,1.9197700017151131,22,22,109.47654770000372,neg,Monday,24,108.89514700000291,110.8959376999992,B12,4.18,336,0.5396062999789137,0.5814007000008132,180,115.681920300005,faceWord_exp,male,3,114.37839800000074,32,9,1.8431285999831744,y
131.50595630001044,image_stim_p.png,11,fountain,1,-2.0727743906520253,21,22,123.27849300001981,pos,Monday,24,122.69279150001239,124.72767260001274,B12,6.26,180,0.6385201000084635,0.585701500007417,336,133.22881090000737,faceWord_exp,male,3,132.1444764000189,31,10,1.7228545999969356,b
142.5169005000207,image_stim_p.png,11,bird,1,-1.0841943171680315,21,22,136.67757790000178,pos,Monday,24,136.255788200011,137.7112379000173,B12,6.75,180,0.4929480999999214,0.421789699990768,336,144.17542100002174,faceWord_exp,male,3,143.00984860002063,31,11,1.658520500001032,b
150.00618260001647,image_stim_n.png,12,cabbage,0,0.041184453360586966,22,22,146.71010940000997,neg,Monday,24,146.27546830000938,147.82841800001916,B12,4.6,336,0.42090460000326857,0.4346411000005901,180,151.71217070001876,faceWord_exp,male,3,150.42708720001974,32,12,1.705988100002287,b
162.12439810001524,image_stim_p.png,13,egg,1,-0.6884171372613734,21,22,157.54359380001551,neu,Monday,24,156.9276960999996,159.12901430000784,B12,5.95,336,0.5668393999803811,0.6158977000159211,180,163.8599186000065,faceWord_exp,male,3,162.69123749999562,41,13,1.735520499991253,b
176.02173320000293,image_stim_p.png,11,symphony,1,-1.9498998207384868,21,22,171.54562390001956,pos,Monday,24,170.91016230001696,172.97708270000294,B12,7.15,336,0.4702058999973815,0.6354616000025999,180,177.3441448000085,faceWord_exp,male,3,176.4919391000003,31,14,1.3224116000055801,b
185.80631400001585,image_stim_n.png,12,tobacco,1,2.411295736651624,22,22,182.69261620001635,neg,Monday,24,182.27905620000092,183.70968870000797,B12,3.37,336,0.4668002999969758,0.4135600000154227,180,187.54094639999676,faceWord_exp,male,3,186.27311430001282,32,15,1.7346323999809101,y
196.19276830001036,image_stim_p.png,13,faucet,1,-0.123291752025302,21,22,192.74193899999955,neu,Monday,24,192.32081040000776,193.87538559999666,B12,5.55,336,0.4489494999870658,0.4211285999917891,180,197.7800539000018,faceWord_exp,male,3,196.64171779999742,41,16,1.5872855999914464,b
209.94050580001203,image_stim_n.png,13,jam,1,-1.343270424679961,22,22,205.4432551000209,neu,Monday,24,204.90929999999935,206.90594409999903,B12,5.81,336,0.6010682999913115,0.5339551000215579,180,211.2781432000047,faceWord_exp,male,3,210.54157410000334,42,17,1.3376373999926727,y
223.60065239999676,image_stim_n.png,12,delirium,1,3.4172209593162717,22,22,217.7568927000102,neg,Monday,24,217.3196830000088,218.77507210001932,B12,3.4,180,0.4739613000128884,0.4372097000014037,336,225.77497520000907,faceWord_exp,male,3,224.07461370000965,32,18,2.1743228000123054,y
233.4535179999948,image_stim_n.png,13,pen,1,-0.23071750329615884,22,22,229.05765520001296,neu,Monday,24,228.45334100001492,230.49179930001264,B12,5.63,336,0.48704380000708625,0.6043141999980435,180,236.74537290001172,faceWord_exp,male,3,233.9405618000019,42,19,3.291854900016915,y
251.32167229999322,image_stim_n.png,12,cold,1,1.7592404876513306,22,22,242.80722859999514,neg,Monday,24,242.20818400001735,244.25919680000516,B12,4.32,180,0.5200284000020474,0.5990445999777876,336,252.82555030001095,faceWord_exp,male,3,251.84170069999527,32,20,1.5038780000177212,y
265.06523800001014,image_stim_n.png,12,shame,1,4.2618443246155895,22,22,256.90406830000575,neg,Monday,24,256.3394877999963,258.24296299999696,B12,2.62,180,0.5076904000015929,0.5645805000094697,336,266.4918075000169,faceWord_exp,male,3,265.57292840001173,32,21,1.4265695000067353,y
275.05022669999744,image_stim_n.png,12,snub,1,3.9847946241932393,22,22,270.55594010002096,neg,Monday,24,270.0194634000072,272.0589443000208,B12,3.23,336,0.5537896000023466,0.5364767000137363,180,276.00825380001334,faceWord_exp,male,3,275.6040162999998,32,22,0.9580271000158973,y
288.82879729999695,image_stim_n.png,13,sum,1,0.1511721542964875,22,22,284.28949470000225,neu,Monday,24,283.75100580000435,285.79023780001444,B12,5.71,336,0.5933489000017289,0.5384888999979012,180,290.1746046000044,faceWord_exp,male,3,289.4221461999987,42,23,1.3458073000074364,y
302.85490800000844,image_stim_p.png,13,jungle,1,0.07332602516344529,21,22,298.1216257000051,neu,Monday,24,297.5694781000202,299.72326020000037,B12,5.7,336,0.5825063000083901,0.5521475999848917,180,303.85800800001016,faceWord_exp,male,3,303.4374143000168,41,24,1.003100000001723,b
316.8511778000102,image_stim_n.png,12,voter,0,-0.3331872788781821,22,22,312.2557065000001,neg,Monday,24,311.64226490000146,313.719719900022,B12,4.85,336,0.5682470999890938,0.6134415999986231,180,318.5214463000011,faceWord_exp,male,3,317.4194248999993,32,25,1.6702684999909252,b
328.1631983999978,image_stim_p.png,11,couple,1,-1.9002611819546853,21,22,324.9202101000119,pos,Monday,24,324.483358700003,325.9879157000105,B12,7.11,336,0.541138200002024,0.4368514000088908,180,329.4899588999979,faceWord_exp,male,3,328.7043365999998,31,26,1.3267605000000913,b
345.39840170001844,image_stim_n.png,12,radish,1,0.33736940436804663,22,22,336.9529553000175,neg,Monday,24,336.31980339999427,338.3720638999948,B12,4.7,180,0.5736518999910913,0.633151900023222,336,347.62119740000344,faceWord_exp,male,3,345.97205360000953,32,27,2.2227956999849994,y
355.36452040000586,image_stim_p.png,11,hope,1,-2.2287379941341,21,22,350.9688460000034,pos,Monday,24,350.45068150002044,352.4518950000056,B12,7.48,336,0.6226091000135057,0.5181644999829587,180,356.5714729000174,faceWord_exp,male,3,355.98712950001936,31,28,1.206952500011539,b
369.26932779999333,image_stim_p.png,11,joy,1,-3.230607919269787,21,22,364.87178700001095,pos,Monday,24,364.31629950000206,366.25439440002083,B12,8.21,336,0.5664929000195116,0.5554875000088941,180,370.23638620000565,faceWord_exp,male,3,369.83582070001285,31,29,0.9670584000123199,b
383.1371715000132,image_stim_p.png,13,glass,1,0.2046331385026182,21,22,378.55448140000226,neu,Monday,24,378.01141669999924,380.1696968000033,B12,5.48,336,0.583666299993638,0.5430647000030149,180,383.8843516000197,faceWord_exp,male,3,383.72083780000685,41,30,0.747180100006517,b
394.2088771999988,image_stim_p.png,11,island,1,-1.7760144816699572,21,22,391.01655860000756,pos,Monday,24,390.615979299997,392.05153500000597,B12,7.18,336,0.408395800011931,0.40057930001057684,180,394.9366936000006,faceWord_exp,male,3,394.61727300001075,31,31,0.7278164000017568,b
407.0828129000147,image_stim_n.png,13,reality,1,0.30770997164376424,22,22,402.56912900001043,neu,Monday,24,402.0636749000114,404.054624100012,B12,5.73,336,0.5663220999995247,0.5054540999990422,180,409.40320490000886,faceWord_exp,male,3,407.6491350000142,42,32,2.320391999994172,y
420.9570348999987,image_stim_p.png,11,agreement,1,-1.2126784285084091,21,22,416.45126130001154,pos,Monday,24,415.8892848000105,417.90225620000274,B12,6.75,336,0.592812100017909,0.5619765000010375,180,422.66867810001713,faceWord_exp,male,3,421.5498470000166,31,33,1.7116432000184432,b
438.6259048000211,image_stim_n.png,12,foot,0,0.41231466195915456,22,22,430.4501925999939,neg,Monday,24,429.84577650000574,431.88288020002074,B12,4.68,180,0.5433093999745324,0.6044160999881569,336,440.6694965000206,faceWord_exp,male,3,439.1692141999956,32,34,2.0435916999995243,b
448.74462480001966,image_stim_p.png,13,toe,1,0.6016604903777263,21,22,444.2978776000091,neu,Monday,24,443.6803242000169,445.7016050000093,B12,5.24,336,0.5236635999754071,0.6175533999921754,180,450.48509260002174,faceWord_exp,male,3,449.2682883999951,41,35,1.7404678000020795,b
462.50814790002187,image_stim_n.png,13,spiritual,1,-1.5026706526379858,22,22,458.0810949000006,neu,Monday,24,457.51641430001473,459.5339227000077,B12,5.82,336,0.638320499972906,0.564680599985877,180,464.96790310001234,faceWord_exp,male,3,463.1464683999948,42,36,2.459755199990468,y
476.4045616000076,image_stim_n.png,12,tax,0,3.4211910580769755,22,22,471.9509416000219,neg,Monday,24,471.4180785000208,473.40128600000753,B12,3.0,336,0.5106622999883257,0.5328631000011228,180,477.969516400015,faceWord_exp,male,3,476.9152238999959,32,37,1.5649548000073992,b
494.3773510000028,image_stim_p.png,11,park,1,-1.9950971558262764,21,22,485.9842411999998,pos,Monday,24,485.38314839999657,487.4680677000142,B12,7.0,180,0.5372735999990255,0.6010928000032436,336,495.54725649999455,faceWord_exp,male,3,494.91462460000184,31,38,1.169905499991728,b
504.2659298000217,image_stim_p.png,11,computer,1,-1.728066945394655,21,22,499.9000967000029,pos,Monday,24,499.3280336000025,501.31269940000493,B12,6.84,336,0.49831209998228587,0.5720631000003777,180,505.5516035000037,faceWord_exp,male,3,504.764241900004,31,39,1.2856736999819987,b
517.7608284000016,image_stim_p.png,13,tuba,1,-0.945340141786388,21,22,513.5498118000105,neu,Monday,24,512.9594243000029,514.84769960001,B12,5.58,336,0.6005780000123195,0.5903875000076368,180,518.6991643999936,faceWord_exp,male,3,518.361406400014,41,40,0.9383359999919776,b
531.5514241000055,image_stim_n.png,12,trial,1,2.3068979902815,22,22,527.149327000021,neg,Monday,24,526.5611290000088,528.6144234999956,B12,3.28,336,0.527334799990058,0.5881980000121985,180,533.1154259000032,faceWord_exp,male,3,532.0787588999956,32,41,1.5640017999976408,y
549.102905000007,image_stim_p.png,11,family,1,-1.6019047514101912,21,22,540.7773120000202,pos,Monday,24,540.2243203000107,542.2344983000075,B12,7.25,180,0.6099073000077624,0.5529917000094429,336,550.0770088999998,faceWord_exp,male,3,549.7128123000148,31,42,0.9741038999927696,b
559.0754506000085,image_stim_n.png,13,harp,1,-1.7878104403788575,22,22,554.6461672000005,neu,Monday,24,554.0099079000065,556.080064800015,B12,5.4,336,0.4700742000131868,0.6362592999939807,180,561.0333058999968,faceWord_exp,male,3,559.5455248000217,42,43,1.9578552999882959,y
572.8660591999942,image_stim_n.png,13,cabinet,1,0.05858023181365075,22,22,568.4596295999945,neu,Monday,24,567.8605787999986,569.8818228000018,B12,5.1,336,0.4933566000254359,0.5990507999958936,180,574.2119927000022,faceWord_exp,male,3,573.3594158000196,42,44,1.345933500007959,y
586.1683140000096,image_stim_p.png,11,butterfly,1,-2.484088237918995,21,22,581.6785645000055,pos,Monday,24,581.1330625000119,583.146021499997,B12,7.23,336,0.5790959000005387,0.5455019999935757,180,588.128518100013,faceWord_exp,male,3,586.7474099000101,31,45,1.960204100003466,b
600.0694915000058,image_stim_n.png,12,debate,1,1.239138220826116,22,22,595.527714099997,neg,Monday,24,594.9137853000138,596.980901700008,B12,4.95,336,0.5906446000153664,0.613928799983114,180,601.3129286000039,faceWord_exp,male,3,600.6601361000212,32,46,1.2434370999981184,y
617.9129611999961,image_stim_p.png,11,coffee,1,-1.8894778219780863,21,22,609.6437743999995,pos,Monday,24,609.03868160001,611.1296334000072,B12,7.0,180,0.5489488000166602,0.6050927999895066,336,618.8619819000014,faceWord_exp,male,3,618.4619100000127,31,47,0.9490207000053488,b
631.616055200022,image_stim_p.png,11,saxophone,1,-1.100912149643323,21,22,623.2790923000139,pos,Monday,24,622.7392184000055,624.7784478999965,B12,6.32,180,0.5769397999974899,0.5398739000083879,336,632.4451044000161,faceWord_exp,male,3,632.1929950000194,31,48,0.8290491999941878,b
645.4677699000167,image_stim_p.png,13,patent,1,-0.1793860699809707,21,22,637.261975100002,neu,Monday,24,636.6793200999964,638.7434828999976,B12,5.34,180,0.5747980999876745,0.5826550000056159,336,647.5111214000208,faceWord_exp,male,3,646.0425680000044,41,49,2.0433515000040643,b
659.2823853000009,image_stim_n.png,13,gum,1,-1.0048841857254538,22,22,650.9588427999988,neu,Monday,24,650.3718132000067,652.3907594000048,B12,5.89,180,0.5583366000209935,0.5870295999920927,336,660.5430405999941,faceWord_exp,male,3,659.8407219000219,42,50,1.260655299993232,y
673.0667247000092,image_stim_n.png,12,reporter,1,0.7962654471128737,22,22,664.9735597000108,neg,Monday,24,664.3732697000087,666.3767412000161,B12,4.57,180,0.55979379999917,0.6002900000021327,336,674.3429005000216,faceWord_exp,male,3,673.6265185000084,32,51,1.2761758000124246,y
683.1420421000221,image_stim_p.png,11,raspberry,1,-1.4443598905895143,21,22,678.6403248000133,pos,Monday,24,678.0375099999947,680.1443514999992,B12,7.3,336,0.5348936999798752,0.6028148000186775,180,685.0924189999932,faceWord_exp,male,3,683.676935800002,31,52,1.950376899971161,b
700.7386949000065,image_stim_n.png,12,cyclone,1,3.583082910341294,22,22,692.4245420999941,neg,Monday,24,691.8578756000206,693.8758396000194,B12,3.47,180,0.6017783000133932,0.5666664999735076,336,702.0760837999987,faceWord_exp,male,3,701.3404732000199,32,53,1.33738889999222,y
714.5040601000073,image_stim_n.png,13,cafeteria,1,-0.4971407339658378,22,22,706.3065462000086,neu,Monday,24,705.7412580999953,707.7937550000206,B12,5.68,180,0.6017481999879237,0.5652881000132766,336,715.5922354000213,faceWord_exp,male,3,715.1058082999953,42,54,1.0881753000139724,y
724.4660288000014,image_stim_n.png,12,grievance,1,3.6017940902369654,22,22,720.1364665000001,neg,Monday,24,719.5896865999966,721.5763482000038,B12,3.45,336,0.5903728000121191,0.5467799000034574,180,725.0585931999958,faceWord_exp,male,3,725.0564016000135,32,55,0.5925643999944441,y
739.800693600002,image_stim_p.png,11,goldfish,1,-1.0930411682114536,21,22,733.755808100017,pos,Monday,24,733.312771900004,734.8567805000057,B12,6.62,180,0.5847088000155054,0.4430362000130117,336,741.0073515000113,faceWord_exp,male,3,740.3854024000175,31,56,1.2066579000093043,b
753.6487463999947,image_stim_n.png,12,dusty,1,1.8802224749820768,22,22,745.2912478999933,neg,Monday,24,744.7870537000126,746.8069045000011,B12,3.95,180,0.524268100009067,0.5041941999807023,336,754.9591212999949,faceWord_exp,male,3,754.1730145000038,32,57,1.3103749000001699,y
767.5870952999976,image_stim_p.png,11,rose,1,-2.098490136277324,21,22,759.2547078000207,pos,Monday,24,758.6329597000149,760.7428054000193,B12,7.11,180,0.5342944000149146,0.6217481000057887,336,769.1258669999952,faceWord_exp,male,3,768.1213897000125,31,58,1.5387716999975964,b
781.4272277000127,image_stim_p.png,11,advantage,1,-1.2474567486001964,21,22,773.0384416000161,pos,Monday,24,772.477257999999,774.519455600006,B12,6.71,180,0.5956411999941338,0.5611836000171024,336,782.5556900000083,faceWord_exp,male,3,782.0228689000069,31,59,1.12846229999559,b
795.2172916000127,image_stim_n.png,13,year,1,0.5062695562835388,22,22,786.9863926999969,neu,Monday,24,786.3848431000079,788.388104600017,B12,5.75,180,0.5712923999817576,0.6015495999890845,336,796.7059607999981,faceWord_exp,male,3,795.7885839999944,42,60,1.488669199985452,y
