key_t,age,gender,img,rt,correct_resp,duration_frames,condition,ID,word,onset_word,onset_img,response,no,word_score_warriner,scan day,word_label,duration_measured_img,delay_frames_after,session,delay_frames_before,word_score_pc,offset_word,offset_img,duration_measured_word
1.155040600002394,34,female,image_stim_p.png,-1.6441061000077752,1,42,faceWord_exp,holymolly,family,1.0801633000082802,2.7991467000101693,b,1,7.25,Monday,pos,0.6840082999988226,46,3,53,-1.6019047514101912,1.7694604999996955,3.483155000008992,0.6892971999914153
4.334771800000453,34,female,image_stim_p.png,-1.7419938999955775,,42,faceWord_exp,holymolly,reality,4.262167299995781,6.076765699996031,j,2,5.73,Monday,neu,0.6885920000058832,58,3,61,0.30770997164376424,4.949531300007948,6.765357700001914,0.6873640000121668
7.781299499998568,34,female,image_stim_p.png,-1.4639935000013793,,42,faceWord_exp,holymolly,joy,7.744810400006827,9.245292999999947,j,3,8.21,Monday,pos,0.6828015000064624,61,3,43,-3.230607919269787,8.42966599999636,9.92809450000641,0.6848555999895325
11.046035499995924,34,female,image_stim_n.png,-1.7287956000072882,0,42,faceWord_exp,holymolly,tuba,10.962298900005408,12.774831100003212,b,4,5.58,Monday,neu,0.6832972999982303,47,3,64,-0.945340141786388,11.644355199998245,13.458128400001442,0.682056299992837
14.275617100007366,34,female,image_stim_n.png,-1.5673468000022694,,42,faceWord_exp,holymolly,voter,14.261617600001046,15.842963900009636,j,5,4.85,Monday,neg,0.6813235999870813,39,3,51,-0.3331872788781821,14.94173010000668,16.524287499996717,0.6801125000056345
17.242023800004972,34,female,image_stim_n.png,-1.621178899993538,,42,faceWord_exp,holymolly,malice,17.18424070000765,18.86320269999851,j,6,2.81,Monday,neg,0.6738238000107231,60,3,56,3.6887696102955196,17.872165799999493,19.537026500009233,0.687925099991844
20.60581649999949,34,female,image_stim_n.png,-1.5680108000087785,,42,faceWord_exp,holymolly,patent,20.555664900006377,22.17382730000827,j,7,5.34,Monday,neu,0.6770511999930022,53,3,53,-0.1793860699809707,21.23693739999726,22.850878500001272,0.6812724999908824
23.868622000009054,34,female,image_stim_n.png,-1.4378303999983473,,42,faceWord_exp,holymolly,glass,23.748780900001293,25.3064524000074,j,8,5.48,Monday,neu,0.6750423999910709,49,3,49,0.2046331385026182,24.433709000004455,25.981494799998472,0.6849281000031624
26.917600800006767,34,female,image_stim_n.png,-1.7216285000031348,,42,faceWord_exp,holymolly,trial,26.80883029999677,28.6392293000099,j,9,3.28,Monday,neg,0.6730552999943029,46,3,65,2.3068979902815,27.497464600004605,29.312284600004205,0.6886343000078341
30.197486999997636,34,female,image_stim_p.png,-1.2922074000089196,,42,faceWord_exp,holymolly,gum,30.087623600004008,31.489694400006556,j,10,5.89,Monday,neu,0.6872402000008151,56,3,41,-1.0048841857254538,30.77772179999738,32.17693460000737,0.690098199993372
33.177286999998614,34,female,image_stim_p.png,-1.3468494999979157,,42,faceWord_exp,holymolly,advantage,33.12382150000485,34.52413649999653,j,11,6.71,Monday,pos,0.6842366000055335,47,3,39,-1.2474567486001964,33.80894740000076,35.20837310000206,0.68512589999591
36.02670509999734,34,female,image_stim_p.png,-1.5250737000023946,,42,faceWord_exp,holymolly,car,36.00039939999988,37.55177879999974,j,12,6.63,Monday,pos,0.6880099999980303,46,3,48,-1.4106928476010352,36.6906011000101,38.23978879999777,0.6902017000102205
39.105365399998846,34,female,image_stim_n.png,-1.4348365000041667,,42,faceWord_exp,holymolly,belch,39.01900519999617,40.54020190000301,j,13,4.18,Monday,neg,0.6792813999927603,50,3,47,1.9197700017151131,39.70661560000735,41.21948329999577,0.6876104000111809
42.12297350000881,34,female,image_stim_n.png,-1.4015672999958042,,42,faceWord_exp,holymolly,witness,42.06717760000902,43.524540800004615,j,14,5.61,Monday,neu,0.676404800004093,49,3,43,0.5990623206044929,42.75289730000077,44.20094560000871,0.6857196999917505
45.08682240000053,34,female,image_stim_n.png,-1.472342299995944,0,42,faceWord_exp,holymolly,volcano,45.03141910000704,46.55916469999647,b,15,4.59,Monday,neg,0.6869437999994261,44,3,47,2.1987551193617842,45.71615190000739,47.2461084999959,0.6847328000003472
48.049058300006436,34,female,image_stim_p.png,-1.4387444000021787,1,42,faceWord_exp,holymolly,agreement,47.99246080000012,49.487802700008615,b,16,6.75,Monday,pos,0.6741107999987435,62,3,47,-1.2126784285084091,48.67997070000274,50.16191350000736,0.6875099000026239
51.26321109999844,34,female,image_stim_n.png,-1.4677763000072446,,42,faceWord_exp,holymolly,grievance,51.206491799996,52.73098740000569,j,17,3.45,Monday,neg,0.6784947999985889,70,3,47,3.6017940902369654,51.89554730000964,53.40948220000428,0.6890555000136374
54.69630330000655,34,female,image_stim_n.png,-1.4568367000028957,,42,faceWord_exp,holymolly,toe,54.593761399999494,56.153140000009444,j,18,5.24,Monday,neu,0.688401999999769,42,3,49,0.6016604903777263,55.27438970000367,56.84154200000921,0.6806283000041731
57.60874560000957,34,female,image_stim_n.png,-1.7561467999912566,0,42,faceWord_exp,holymolly,spiritual,57.55141130000993,59.36489240000083,b,19,5.82,Monday,neu,0.688273300009314,53,3,64,-1.5026706526379858,58.239243700008956,60.05316570001014,0.6878323999990243
60.988097800000105,34,female,image_stim_p.png,-1.8321136000013212,,42,faceWord_exp,holymolly,goldfish,60.94702680000046,62.820211400001426,j,20,6.62,Monday,pos,0.6804971999954432,49,3,67,-1.0930411682114536,61.636282599996775,63.50070859999687,0.6892557999963174
64.36842480000632,34,female,image_stim_n.png,-1.2517044999985956,0,42,faceWord_exp,holymolly,foot,64.32804730000498,65.62012930000492,b,21,4.68,Monday,neg,0.6785067000018898,48,3,33,0.41231466195915456,65.01699960000406,66.29863600000681,0.6889522999990731
67.15174139999726,34,female,image_stim_p.png,-1.659186500008218,1,42,faceWord_exp,holymolly,island,67.11795900001016,68.81092790000548,b,22,7.18,Monday,pos,0.6860791999934008,47,3,57,-1.7760144816699572,67.79758710000897,69.49700709999888,0.6796280999988085
70.29926120000891,34,female,image_stim_p.png,-1.5400086000008741,,42,faceWord_exp,holymolly,jam,70.2951854999992,71.83926980000979,j,23,5.81,Monday,neu,0.6887831999920309,49,3,48,-1.343270424679961,70.97872220000136,72.52805300000182,0.6835367000021506
73.47501599999669,34,female,image_stim_n.png,-1.4771252000064123,,42,faceWord_exp,holymolly,delirium,73.35362870000245,74.9521412000031,j,24,3.4,Monday,neg,0.6894818000000669,38,3,51,3.4172209593162717,74.04192190000322,75.64162300000316,0.6882932000007713
78.40681539999787,34,female,image_stim_p.png,0.6632663999916986,1,42,faceWord_exp,holymolly,cabinet,76.28670850000344,77.74354900000617,b,25,5.1,Monday,neu,0.6783780999976443,50,3,43,0.05858023181365075,76.97260590000951,78.42192710000381,0.6858974000060698
79.38914060000388,34,female,image_stim_n.png,-1.4467736999940826,,42,faceWord_exp,holymolly,criminal,79.26547240000218,80.83591429999797,j,26,2.11,Monday,neg,0.682548400000087,54,3,51,3.6129749181587063,79.95304670000041,81.51846269999805,0.6875742999982322
82.45079290001013,34,female,image_stim_n.png,-1.5309928999922704,,42,faceWord_exp,holymolly,cabbage,82.42477640000288,83.9817858000024,j,27,4.6,Monday,neg,0.6851774999959162,53,3,48,0.041184453360586966,83.1184132000053,84.66696329999832,0.6936368000024231
85.68553660000907,34,female,image_stim_p.png,-1.347000499998103,,42,faceWord_exp,holymolly,raspberry,85.56263329999638,87.03253710000718,j,28,7.3,Monday,pos,0.6824530000012601,56,3,43,-1.4443598905895143,86.2495201999991,87.71499010000844,0.6868869000027189
88.6841368000023,34,female,image_stim_n.png,-2.033723700005794,,42,faceWord_exp,holymolly,pen,88.65610340000421,90.7178605000081,j,29,5.63,Monday,neu,0.6771800999995321,74,3,79,-0.23071750329615884,89.34655620000558,91.39504060000763,0.690452800001367
92.7457798999967,34,female,image_stim_p.png,-1.6481388000102015,,42,faceWord_exp,holymolly,faucet,92.64855420000094,94.3939187000069,j,30,5.55,Monday,neu,0.6813235000008717,47,3,60,-0.123291752025302,93.32777350000106,95.07524220000778,0.6792193000001134
96.04339320000145,34,female,image_stim_n.png,-1.6084663000074215,,42,faceWord_exp,holymolly,radish,95.87065230000007,97.65185950000887,j,31,4.7,Monday,neg,0.6884773999918252,57,3,64,0.33736940436804663,96.55840799999714,98.3403369000007,0.6877556999970693
99.4208529000025,34,female,image_stim_p.png,-1.6080514000059338,,42,faceWord_exp,holymolly,flute,99.29127770000196,101.02890430000843,j,32,6.29,Monday,pos,0.6744951000000583,67,3,61,-1.6804307003665144,99.98556380000082,101.7033994000085,0.6942860999988625
102.9701228000049,34,female,image_stim_n.png,-1.568936499999836,,42,faceWord_exp,holymolly,debate,102.83326840000518,104.53905930000474,j,33,4.95,Monday,neg,0.6776256000011927,61,3,58,1.239138220826116,103.51889810001012,105.21668490000593,0.6856297000049381
106.45035320000898,34,female,image_stim_p.png,-1.4343998999975156,,42,faceWord_exp,holymolly,hope,106.2451899000007,107.88475310000649,j,34,7.48,Monday,pos,0.6796235999936471,52,3,52,-2.2287379941341,106.94999590000953,108.56437670000014,0.7048060000088299
109.44731930000125,34,female,image_stim_p.png,-1.3900634000019636,1,42,faceWord_exp,holymolly,pencil,109.44286490000377,110.83738270000322,b,35,5.65,Monday,neu,0.6753558000054909,26,3,39,0.13339963708933658,110.12975439999718,111.51273850000871,0.6868894999934128
112.18013670000073,34,female,image_stim_p.png,-1.4341735000052722,1,42,faceWord_exp,holymolly,jungle,111.95562930000597,113.614310200006,b,36,5.7,Monday,neu,0.6793312999943737,44,3,55,0.07332602516344529,112.64376269999775,114.29364150000038,0.6881333999917842
115.12991210000473,34,female,image_stim_p.png,-1.5435071999963839,,42,faceWord_exp,holymolly,butterfly,115.05049370000779,116.67341930000111,j,37,7.23,Monday,pos,0.6835977000009734,47,3,52,-2.484088237918995,115.74068729999999,117.35701700000209,0.6901935999921989
118.40720280000824,34,female,image_stim_n.png,-1.3615742999973008,,42,faceWord_exp,holymolly,harp,118.14866639999673,119.76877710000554,j,38,5.4,Monday,neu,0.6856520000001183,31,3,52,-1.7878104403788575,118.83965039999748,120.45442910000565,0.6909840000007534
121.09078860000591,34,female,image_stim_n.png,-1.3961496999982046,0,42,faceWord_exp,holymolly,cold,120.98185470000317,122.48693830000411,b,39,4.32,Monday,neg,0.6812193999940064,58,3,45,1.7592404876513306,121.66976450000948,123.16815769999812,0.6879098000063095
124.1869422000018,34,female,image_stim_p.png,-1.6551780000008876,1,42,faceWord_exp,holymolly,computer,124.14838959999906,125.84212020000268,b,40,6.84,Monday,pos,0.6740109999955166,50,3,57,-1.728066945394655,124.83536710000772,126.5161311999982,0.686977500008652
127.53419790000771,34,female,image_stim_n.png,-1.4219951999984914,0,42,faceWord_exp,holymolly,cyclone,127.35909569999785,128.9561931000062,b,41,3.47,Monday,neg,0.6719222999963677,43,3,51,3.583082910341294,128.04814009999973,129.62811540000257,0.6890444000018761
130.54852710000705,34,female,image_stim_n.png,-1.3618218999909004,0,42,faceWord_exp,holymolly,snub,130.36012470000423,131.91034899999795,b,42,3.23,Monday,neg,0.6839001000043936,41,3,48,3.9847946241932393,131.0457718999969,132.59424910000234,0.6856471999926725
133.33043840000755,34,female,image_stim_p.png,-1.8129113999893889,1,42,faceWord_exp,holymolly,sum,133.28746030000912,135.14334979999694,b,43,5.71,Monday,neu,0.6815999000100419,55,3,66,0.1511721542964875,133.97706269999617,135.82494970000698,0.6896023999870522
136.7611726000032,34,female,image_stim_n.png,-1.7590230000059819,,42,faceWord_exp,holymolly,cafeteria,136.75897120000445,138.52019560000917,j,44,5.68,Monday,neu,0.6855150999908801,49,3,61,-0.4971407339658378,137.4414647000085,139.20571070000005,0.6824935000040568
140.10735230000864,34,female,image_stim_p.png,-1.4247749999922235,1,42,faceWord_exp,holymolly,year,140.03575579999597,141.53212730000087,b,45,5.75,Monday,neu,0.6870711000083247,51,3,45,0.5062695562835388,140.72256249999919,142.2191984000092,0.686806700003217
143.12160500000755,34,female,image_stim_p.png,-1.615248000001884,1,42,faceWord_exp,holymolly,couple,143.0852869000082,144.73685300000943,b,46,7.11,Monday,pos,0.6792141999903833,38,3,54,-1.9002611819546853,143.7682024000096,145.41606719999982,0.6829155000013998
146.08877400000347,34,female,image_stim_n.png,-1.317007999998168,0,42,faceWord_exp,holymolly,reporter,146.06036210000457,147.40578200000164,b,47,4.57,Monday,neg,0.6755881999997655,53,3,36,0.7962654471128737,146.74940450000577,148.0813702000014,0.689042400001199
149.04856959999597,34,female,image_stim_n.png,-1.5695072000089567,0,42,faceWord_exp,holymolly,shame,148.97448099999747,150.61807680000493,b,48,2.62,Monday,neg,0.6775090000010096,51,3,54,4.2618443246155895,149.6626016000082,151.29558580000594,0.688120600010734
152.2989482999983,34,female,image_stim_p.png,-1.5622449000074994,,42,faceWord_exp,holymolly,park,152.1612887000083,153.8611932000058,j,49,7.0,Monday,pos,0.6816384999983711,59,3,57,-1.9950971558262764,152.84304600000905,154.54283170000417,0.6817573000007542
155.5935465000075,34,female,image_stim_p.png,-1.8770968999888282,1,42,faceWord_exp,holymolly,rose,155.53499200000078,157.47064339999633,b,50,7.11,Monday,pos,0.6873440000053961,63,3,71,-2.098490136277324,156.22542339999927,158.15798740000173,0.6904313999984879
159.37371729999722,34,female,image_stim_p.png,-1.5293355000030715,1,42,faceWord_exp,holymolly,plane,159.21571210000548,160.9030528000003,b,51,5.72,Monday,neu,0.6845138000062434,52,3,56,0.20373950943912453,159.9050716000056,161.58756660000654,0.6893595000001369
162.50517590000527,34,female,image_stim_p.png,-1.6773996999982046,1,42,faceWord_exp,holymolly,symphony,162.46748269999807,164.18257560000347,b,52,7.15,Monday,pos,0.6850418999965768,45,3,58,-1.9498998207384868,163.1528510000062,164.86761750000005,0.6853683000081219
165.78533569999854,34,female,image_stim_p.png,-1.5435365000012098,,42,faceWord_exp,holymolly,fountain,165.62949269999808,167.32887219999975,j,53,6.26,Monday,pos,0.6861948000005214,65,3,57,-2.0727743906520253,166.31822939999984,168.01506700000027,0.6887367000017548
169.13257180000073,34,female,image_stim_n.png,-1.6026672000007238,,42,faceWord_exp,holymolly,tax,169.10993269999744,170.73523900000146,j,54,3.0,Monday,neg,0.6762719999969704,58,3,52,3.4211910580769755,169.79767210000136,171.41151099999843,0.6877394000039203
172.5789875000046,34,female,image_stim_n.png,-1.485566799994558,0,42,faceWord_exp,holymolly,tobacco,172.3925362000009,174.06455429999914,b,55,3.37,Monday,neg,0.6793471999990288,62,3,56,2.411295736651624,173.0775786000013,174.74390149999817,0.6850424000003841
175.89518040000985,34,female,image_stim_n.png,-1.3765895999968052,0,42,faceWord_exp,holymolly,dusty,175.78407239999797,177.27177000000665,b,56,3.95,Monday,neg,0.685899399992195,50,3,44,1.8802224749820768,176.47598400000425,177.95766939999885,0.6919116000062786
178.8748842000059,34,female,image_stim_p.png,-1.3430741999909515,1,42,faceWord_exp,holymolly,coffee,178.801621599996,180.21795839999686,b,57,7.0,Monday,pos,0.6862208000093233,58,3,40,-1.8894778219780863,179.48974879999878,180.90417920000618,0.688127200002782
181.92289909999818,34,female,image_stim_p.png,-1.5840918000030797,,42,faceWord_exp,holymolly,bird,181.88119939999888,183.50699090000126,j,58,6.75,Monday,pos,0.6785281000047689,45,3,53,-1.0841943171680315,182.5698989000084,184.18551900000602,0.688699500009534
185.10253600000578,34,female,image_stim_n.png,-1.393478400001186,0,42,faceWord_exp,holymolly,egg,184.94722070000716,186.49601440000697,b,59,5.95,Monday,neu,0.6867092000029515,44,3,48,-0.6884171372613734,185.63407929999812,187.18272360000992,0.6868585999909556
188.0146068000031,34,female,image_stim_p.png,-1.3715380000066943,,42,faceWord_exp,holymolly,saxophone,187.9187804999965,189.3861448000098,j,60,6.32,Monday,pos,0.6752230999991298,32,3,45,-1.100912149643323,188.6128471999982,190.06136790000892,0.6940667000017129
